duration,campaign,age
0.05815372102480683,0.03636363636363636,0
0.036193574623830826,0.09090909090909091,1
0.020943472956486377,0.05454545454545454,0
0.027450183001220006,0.0,0
0.08499389995933306,0.0,0
0.04290361935746238,0.07272727272727272,1
0.12118747458316388,0.0,0
0.07401382675884506,0.01818181818181818,0
0.03578690524603497,0.0,0
0.0892639284261895,0.05454545454545454,1
0.033753558357055714,0.01818181818181818,0
0.08316388775925172,0.0,0
0.0359902399349329,0.05454545454545454,0
0.05673037820252135,0.05454545454545454,0
0.022570150467669785,0.0,0
0.0876372509150061,0.0,1
0.05490036600244001,0.03636363636363636,0
0.014640097600650671,0.5272727272727272,1
0.016876779178527857,0.03636363636363636,0
0.036600244001626675,0.01818181818181818,0
0.025010166734444898,0.01818181818181818,0
0.009963399755998373,0.0,0
0.02480683204554697,0.0,1
0.03090687271248475,0.01818181818181818,1
0.044733631557543715,0.03636363636363636,0
0.0571370475803172,0.0,0
0.05571370475803172,0.0,0
0.036600244001626675,0.01818181818181818,0
0.03761691744611631,0.0,1
0.033143554290361935,0.03636363636363636,1
0.08865392435949573,0.0,0
0.1024806832045547,0.01818181818181818,0
0.019520130134200894,0.09090909090909091,2
0.11366409109394063,0.05454545454545454,0
0.07015046766978446,0.0,0
0.03395689304595364,0.0,0
0.04107360715738105,0.0,0
0.08906059373729158,0.01818181818181818,0
0.037820252135014235,0.0,0
0.010776738511590077,0.03636363636363636,0
0.1274908499389996,0.0,0
0.0156567710451403,0.01818181818181818,0
0.05266368442456283,0.0,1
0.018300122000813338,0.0,1
0.18015453436356244,0.01818181818181818,0
0.09902399349328996,0.03636363636363636,0
0.07950386335908906,0.03636363636363636,0
0.03578690524603497,0.05454545454545454,0
0.03334688897925986,0.03636363636363636,0
0.03761691744611631,0.16363636363636364,1
0.032126880845872306,0.0,0
0.013216754778365189,0.16363636363636364,0
0.06933712891419276,0.01818181818181818,1
0.0758438389589264,0.03636363636363636,0
0.03741358275721838,0.0,0
0.041886945912972755,0.0,0
0.08235054900366003,0.0,0
0.1087840585603904,0.0,0
0.1244408296055307,0.0,0
0.08662057747051646,0.01818181818181818,0
0.015046766978446523,0.0,0
0.0469703131354209,0.01818181818181818,0
0.02541683611224075,0.03636363636363636,0
0.02541683611224075,0.01818181818181818,0
0.08235054900366003,0.0,0
0.01769011793411956,0.01818181818181818,1
0.04554697031313542,0.10909090909090907,0
0.07360715738104921,0.0,1
0.03172021146807645,0.03636363636363636,0
0.05490036600244001,0.0,0
0.013826758845058967,0.0,0
0.02074013826758845,0.0,0
0.05408702724684831,0.0,0
0.17283448556323708,0.09090909090909091,1
0.029076860512403414,0.03636363636363636,0
0.036193574623830826,0.05454545454545454,0
0.06466043106954046,0.0,1
0.028060187067913786,0.0,1
0.036600244001626675,0.01818181818181818,0
0.1307442049613664,0.05454545454545454,0
0.6254575030500203,0.0,0
0.04900366002440016,0.0,1
0.024196827978853194,0.0,0
0.07076047173647824,0.01818181818181818,1
0.15616104107360715,0.0,1
0.0931272875152501,0.01818181818181818,1
